Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Bachelors;2018;Pune;2;588;39;Female;4;1
Bachelors;2016;Bangalore;3;594;24;Male;2;1
Masters;2018;Pune;3;332;39;Male;2;1
Masters;2018;New Delhi;3;407;39;Female;2;1
Bachelors;2017;New Delhi;2;642;27;Female;5;0
Bachelors;2013;Bangalore;3;464;36;Male;5;1
Bachelors;2012;Bangalore;3;333;24;Male;2;0
Bachelors;2017;Bangalore;3;598;28;Female;3;0
Bachelors;2016;Bangalore;3;350;24;Male;2;0
Bachelors;2014;Bangalore;3;596;27;Male;5;0
Bachelors;2017;New Delhi;3;483;23;Male;1;0
Bachelors;2013;Bangalore;3;415;30;Female;5;0
Bachelors;2014;Bangalore;3;390;22;Male;0;0
Bachelors;2014;Pune;3;462;27;Male;5;0
Masters;2017;New Delhi;3;346;32;Male;2;0
Masters;2014;Pune;1;710;33;Female;1;0
Masters;2017;New Delhi;3;348;26;Male;4;1
Bachelors;2013;Pune;3;341;25;Female;3;1
Masters;2017;New Delhi;2;780;23;Male;1;1
Bachelors;2012;Pune;3;594;24;Male;2;0
Bachelors;2014;Bangalore;3;549;33;Male;5;0
Masters;2018;Bangalore;3;424;30;Male;2;1
Masters;2017;New Delhi;2;710;27;Female;5;0
Bachelors;2012;Pune;2;794;31;Female;5;1
Masters;2018;New Delhi;3;465;23;Female;1;1
Bachelors;2015;Bangalore;3;561;30;Male;2;0
Bachelors;2015;Pune;2;510;32;Female;2;1
Bachelors;2013;New Delhi;3;312;26;Female;4;0
Masters;2017;New Delhi;2;743;35;Male;2;0
Bachelors;2016;Bangalore;1;753;30;Male;4;1
Bachelors;2012;Bangalore;3;426;37;Male;4;1
Bachelors;2017;Bangalore;1;785;34;Male;0;0
Bachelors;2012;Bangalore;3;336;38;Female;0;0
Masters;2013;New Delhi;2;703;22;Male;0;1
Bachelors;2015;Pune;1;818;22;Female;0;1
Masters;2015;Pune;2;527;33;Female;2;1
Bachelors;2015;Bangalore;3;345;32;Male;1;0
Masters;2015;Pune;2;788;34;Female;2;0
Bachelors;2017;Bangalore;3;494;36;Female;1;0
Bachelors;2015;Bangalore;3;371;32;Male;1;0
Bachelors;2017;Bangalore;3;544;28;Male;3;0
Bachelors;2017;New Delhi;2;791;26;Female;4;0
Bachelors;2013;Pune;3;407;35;Male;1;0
Bachelors;2014;Pune;3;522;33;Male;4;0
Masters;2013;Pune;3;327;22;Female;0;1
Bachelors;2014;Pune;3;365;27;Male;5;1
Masters;2018;New Delhi;3;316;23;Female;1;1
Bachelors;2013;Bangalore;3;412;34;Female;2;0
Masters;2017;Pune;2;679;23;Male;1;1
Bachelors;2012;Pune;3;517;36;Male;4;0
PHD;2018;New Delhi;3;489;28;Male;4;1
PHD;2013;Bangalore;3;511;28;Male;4;0
Bachelors;2016;Bangalore;3;318;33;Female;4;0
Bachelors;2013;Bangalore;3;360;39;Male;3;0
Bachelors;2015;New Delhi;3;502;25;Female;3;0
Bachelors;2014;Pune;3;374;32;Male;2;0
Bachelors;2015;Pune;3;480;23;Female;1;1
Masters;2018;New Delhi;3;580;29;Male;2;1
Bachelors;2013;Pune;2;673;24;Male;2;1
Bachelors;2012;Bangalore;3;367;36;Female;2;1
Bachelors;2018;Bangalore;3;310;40;Male;4;1
Bachelors;2012;New Delhi;3;333;38;Female;1;0
Bachelors;2014;Bangalore;3;445;22;Male;0;0
Bachelors;2018;Bangalore;3;390;24;Male;2;1
Bachelors;2012;Bangalore;3;469;37;Male;5;0
Bachelors;2018;Pune;3;491;40;Male;3;1
Bachelors;2018;Bangalore;3;356;32;Male;0;1
Bachelors;2012;New Delhi;3;590;28;Female;1;0
Bachelors;2016;Pune;3;525;29;Male;5;0
Bachelors;2013;Pune;3;347;25;Male;3;0
PHD;2013;Bangalore;3;309;35;Male;3;1
Bachelors;2015;Bangalore;3;599;28;Male;0;1
Bachelors;2012;Bangalore;3;488;39;Male;3;0
Bachelors;2012;Pune;1;750;35;Male;1;0
Bachelors;2017;Bangalore;3;359;37;Male;2;0
Masters;2018;Pune;3;575;40;Female;2;1
Bachelors;2018;Bangalore;3;315;23;Male;1;1
Bachelors;2013;Pune;3;379;32;Male;2;0
PHD;2018;New Delhi;3;437;37;Male;3;1
Bachelors;2015;Bangalore;3;565;23;Female;1;0
Bachelors;2014;Pune;3;441;26;Male;4;0
Bachelors;2017;Bangalore;3;560;36;Female;3;1
Bachelors;2013;Bangalore;3;437;40;Female;3;0
Bachelors;2015;New Delhi;3;453;22;Male;0;0
Bachelors;2015;Bangalore;3;364;30;Male;0;0
Bachelors;2014;Bangalore;3;329;30;Male;1;0
Bachelors;2015;Pune;1;893;34;Female;3;1
Bachelors;2018;Bangalore;3;366;27;Male;5;1
Bachelors;2013;Bangalore;1;794;27;Female;5;0
Bachelors;2017;Pune;2;721;27;Female;5;1
Bachelors;2015;Bangalore;3;464;35;Female;1;1
Bachelors;2014;New Delhi;3;511;33;Female;4;0
Bachelors;2012;Bangalore;3;324;37;Male;4;0
Bachelors;2014;New Delhi;3;517;40;Female;3;0
Bachelors;2015;Pune;2;667;25;Female;3;1
Bachelors;2017;Pune;2;650;34;Male;2;0
Bachelors;2017;New Delhi;3;380;40;Male;1;0
Masters;2018;New Delhi;3;466;34;Male;2;1
Bachelors;2013;Pune;3;459;33;Male;5;0
Bachelors;2016;Bangalore;3;428;22;Female;0;0
Bachelors;2015;Pune;2;518;36;Female;1;1
Bachelors;2012;Bangalore;3;473;38;Male;2;1
Bachelors;2013;Pune;3;499;25;Female;3;0
Bachelors;2017;Bangalore;3;429;37;Male;3;1
Bachelors;2016;Bangalore;3;526;25;Female;3;0
Bachelors;2015;Pune;2;566;40;Female;0;1
Bachelors;2013;Bangalore;3;488;26;Female;4;0
Masters;2015;Pune;1;772;23;Female;1;0
Bachelors;2014;Bangalore;3;322;22;Male;0;1
Masters;2017;New Delhi;2;646;34;Male;2;0
Masters;2017;New Delhi;3;591;35;Female;2;0
Bachelors;2014;Pune;3;426;23;Male;1;0
Bachelors;2015;Bangalore;3;369;29;Male;2;1
Bachelors;2015;Pune;3;401;32;Female;1;0
Bachelors;2015;Bangalore;3;327;26;Male;4;0
Bachelors;2014;Bangalore;3;449;28;Male;3;0
Masters;2015;Pune;2;639;24;Female;2;0
Bachelors;2017;Bangalore;3;513;33;Male;4;0
PHD;2016;New Delhi;3;349;22;Male;0;0
Masters;2015;Pune;2;550;39;Female;2;0
Masters;2018;New Delhi;3;577;30;Female;2;1
Bachelors;2014;Bangalore;3;573;38;Female;5;1
Bachelors;2012;New Delhi;3;323;36;Female;4;0
Bachelors;2012;Pune;2;504;38;Male;5;0
Bachelors;2013;Bangalore;3;459;24;Male;2;0
Bachelors;2016;Bangalore;3;429;28;Male;1;0
Bachelors;2015;Bangalore;3;332;35;Female;0;1
Bachelors;2013;New Delhi;3;390;23;Female;1;0
Masters;2017;New Delhi;2;533;23;Female;1;1
Bachelors;2013;Bangalore;3;350;37;Male;5;0
Masters;2016;New Delhi;3;442;24;Male;2;1
Bachelors;2014;Pune;3;519;33;Male;4;0
Bachelors;2015;Bangalore;3;324;38;Female;5;0
Bachelors;2015;Pune;3;517;40;Male;0;0
Bachelors;2014;Bangalore;3;563;34;Male;4;0
Masters;2017;New Delhi;2;501;26;Male;4;0
Bachelors;2016;Pune;3;357;25;Male;3;0
Bachelors;2016;Pune;3;475;24;Female;2;0
Bachelors;2018;Bangalore;3;346;35;Male;5;1
PHD;2013;New Delhi;3;315;27;Male;5;0
Masters;2013;New Delhi;3;387;30;Female;3;0
Bachelors;2015;Bangalore;3;528;26;Female;4;1
Bachelors;2017;Bangalore;3;304;40;Male;0;0
Masters;2017;Pune;2;585;27;Female;5;1
Bachelors;2016;Pune;3;334;38;Male;0;0
Bachelors;2014;New Delhi;3;434;34;Female;5;0
Masters;2017;Pune;2;678;24;Male;2;0
Bachelors;2016;Bangalore;3;343;38;Male;4;0
Bachelors;2014;Pune;1;793;37;Male;1;0
Bachelors;2015;Bangalore;3;570;22;Male;0;0
Bachelors;2014;New Delhi;3;383;29;Female;2;1
Bachelors;2014;Pune;1;704;37;Female;4;1
Bachelors;2016;Pune;3;435;23;Male;1;0
Bachelors;2012;New Delhi;3;355;34;Female;2;0
Bachelors;2017;Bangalore;3;522;28;Male;2;0
Bachelors;2012;Pune;3;340;24;Male;2;0
Masters;2017;Bangalore;2;533;35;Female;0;0
Bachelors;2015;Bangalore;3;518;30;Male;2;0
Bachelors;2018;Bangalore;3;323;33;Male;4;1
Bachelors;2015;Bangalore;3;573;27;Female;5;0
Bachelors;2016;Bangalore;3;496;32;Male;4;0
Bachelors;2014;Pune;3;384;36;Female;5;0
Bachelors;2012;Bangalore;3;414;26;Male;4;0
Bachelors;2012;Bangalore;1;876;35;Male;4;0
PHD;2012;New Delhi;3;349;25;Male;3;0
Masters;2013;Bangalore;2;726;29;Male;1;1
Bachelors;2012;Bangalore;3;363;36;Female;3;0
Bachelors;2013;Bangalore;3;450;30;Male;1;0
Bachelors;2017;Pune;2;704;37;Female;4;1
Bachelors;2016;Bangalore;3;395;40;Male;0;1
Bachelors;2012;Bangalore;3;528;24;Male;2;0
Bachelors;2012;Bangalore;3;415;32;Male;4;0
Bachelors;2018;Pune;3;598;34;Male;0;1
Bachelors;2014;Pune;3;545;29;Male;3;0
Bachelors;2012;Bangalore;3;420;23;Female;1;1
Bachelors;2017;Pune;3;545;23;Male;1;0
Bachelors;2013;Bangalore;3;339;25;Female;3;0
Bachelors;2012;New Delhi;1;888;31;Female;3;0
Masters;2017;New Delhi;2;526;23;Male;1;1
Bachelors;2014;Bangalore;3;548;27;Male;5;0
PHD;2015;New Delhi;2;766;39;Female;5;0
Bachelors;2016;Bangalore;3;539;33;Female;1;1
Bachelors;2013;Bangalore;3;377;23;Male;1;0
Masters;2017;New Delhi;2;743;34;Female;4;0
Bachelors;2015;Pune;2;517;37;Female;1;1
Bachelors;2012;Bangalore;3;575;23;Male;1;0
Bachelors;2017;New Delhi;3;454;27;Male;5;0
Masters;2017;Pune;2;519;38;Female;2;0
Bachelors;2014;Bangalore;3;312;27;Female;5;0
Bachelors;2016;Bangalore;3;332;22;Male;0;0
Masters;2015;Pune;2;776;26;Female;4;1
Bachelors;2012;Bangalore;3;526;40;Male;3;0
Bachelors;2016;Bangalore;3;437;33;Female;3;0
Bachelors;2014;Bangalore;3;579;31;Male;0;0
Bachelors;2017;Pune;3;467;33;Male;4;0
Bachelors;2015;New Delhi;3;346;30;Male;5;0
Bachelors;2015;New Delhi;3;465;33;Female;5;1
Masters;2017;New Delhi;3;347;33;Female;0;1
Bachelors;2016;Pune;3;531;22;Male;0;0
Bachelors;2012;Pune;3;394;28;Male;2;0
Bachelors;2013;Bangalore;3;325;36;Male;4;0
Bachelors;2017;New Delhi;2;538;36;Female;1;0
Bachelors;2014;Pune;3;554;31;Female;2;0
Bachelors;2013;Bangalore;2;607;25;Male;3;1
Bachelors;2012;Pune;1;822;31;Male;4;0
Masters;2015;Pune;2;625;39;Female;0;0
Masters;2015;Bangalore;3;433;26;Male;4;1
Bachelors;2017;Bangalore;2;607;25;Female;3;1
Bachelors;2013;Bangalore;3;339;26;Male;4;0
Bachelors;2013;New Delhi;3;323;35;Female;0;0
Bachelors;2013;Pune;2;778;28;Male;5;0
Bachelors;2012;Bangalore;3;519;32;Female;0;0
Masters;2017;New Delhi;2;537;22;Male;0;1
Bachelors;2014;Pune;3;462;36;Female;5;1
Bachelors;2015;Bangalore;3;448;38;Male;1;0
Bachelors;2014;Bangalore;3;415;39;Female;1;0
Masters;2017;New Delhi;2;785;25;Female;3;1
Bachelors;2016;Pune;3;563;27;Male;5;0
Masters;2014;Pune;3;435;38;Male;2;0
Bachelors;2012;New Delhi;3;516;22;Female;0;0
Bachelors;2013;Bangalore;3;600;33;Male;2;0
Bachelors;2013;Pune;3;378;24;Male;2;0
Bachelors;2014;Bangalore;3;533;37;Male;5;0
Bachelors;2018;Pune;3;390;28;Male;0;1
Masters;2017;Pune;3;517;32;Male;2;0
PHD;2016;New Delhi;3;436;33;Male;0;1
Bachelors;2014;New Delhi;3;573;32;Male;5;0
Bachelors;2017;Bangalore;3;300;24;Male;2;1
Bachelors;2016;Bangalore;3;326;27;Male;5;0
Bachelors;2012;Pune;2;761;35;Female;2;1
PHD;2013;Bangalore;3;410;40;Male;1;0
Bachelors;2017;New Delhi;2;573;34;Female;4;0
Bachelors;2016;New Delhi;3;470;39;Female;0;0
Bachelors;2014;Pune;3;530;26;Male;4;0
Masters;2015;Pune;2;771;29;Female;2;0
Bachelors;2013;Bangalore;3;498;29;Male;4;0
Bachelors;2015;Pune;2;505;23;Female;1;1
Bachelors;2015;Pune;3;338;32;Male;0;0
Bachelors;2014;Pune;3;404;28;Male;4;0
Masters;2013;New Delhi;2;552;32;Male;2;1
Bachelors;2012;New Delhi;3;458;32;Female;0;0
Bachelors;2013;Bangalore;3;469;38;Male;0;0
PHD;2017;Pune;3;463;30;Male;5;0
PHD;2015;New Delhi;3;349;31;Male;3;0
Bachelors;2012;Bangalore;3;518;25;Male;3;1
Bachelors;2013;Bangalore;3;479;37;Female;4;0
Masters;2017;New Delhi;2;769;27;Male;5;1
Bachelors;2013;New Delhi;3;402;25;Female;3;0
Bachelors;2015;Pune;2;755;22;Female;0;1
Bachelors;2018;Bangalore;3;519;38;Male;2;1
Bachelors;2015;New Delhi;3;572;22;Male;0;0
Bachelors;2017;Pune;3;468;38;Male;2;0
PHD;2015;New Delhi;1;764;38;Male;5;0
Bachelors;2016;New Delhi;2;761;26;Female;4;1
Masters;2017;New Delhi;2;762;31;Male;4;0
Masters;2014;New Delhi;3;533;28;Male;5;0
PHD;2017;New Delhi;3;493;34;Female;3;0
Masters;2013;Bangalore;3;549;31;Male;2;0
Bachelors;2014;New Delhi;3;304;26;Female;4;0
Bachelors;2013;Pune;3;461;40;Female;1;1
Bachelors;2016;Bangalore;3;577;31;Male;0;0
Bachelors;2013;Bangalore;3;444;26;Female;4;0
Bachelors;2018;Pune;3;467;32;Female;1;1
Bachelors;2012;Bangalore;3;488;33;Female;5;0
Bachelors;2017;Bangalore;3;349;25;Male;3;0
Bachelors;2017;Bangalore;3;489;40;Male;0;0
Masters;2013;New Delhi;3;364;31;Male;2;1
Bachelors;2015;Bangalore;3;447;36;Male;1;0
Bachelors;2014;Bangalore;3;507;31;Male;5;0
Bachelors;2015;Pune;3;574;22;Male;0;0
Bachelors;2016;Bangalore;3;409;34;Female;0;0
PHD;2018;New Delhi;3;404;38;Female;5;1
Bachelors;2015;Bangalore;3;555;23;Male;1;0
PHD;2017;Bangalore;3;468;27;Male;5;0
Bachelors;2016;Bangalore;3;424;34;Male;1;0
Bachelors;2012;Bangalore;3;580;39;Male;3;0
Bachelors;2018;Bangalore;3;512;24;Male;2;1
Bachelors;2015;Pune;3;493;37;Female;1;1
PHD;2013;New Delhi;3;588;23;Male;1;0
Bachelors;2018;Bangalore;3;397;36;Male;3;1
Bachelors;2014;New Delhi;3;412;23;Male;1;0
Bachelors;2012;Pune;3;577;31;Male;3;0
Bachelors;2015;Bangalore;3;465;22;Male;0;0
Bachelors;2015;Pune;2;561;24;Female;2;1
Bachelors;2018;Pune;2;738;28;Female;4;1
Bachelors;2014;Pune;3;487;33;Male;3;0
Bachelors;2018;Bangalore;3;561;35;Female;2;1
Bachelors;2012;New Delhi;3;566;30;Female;1;0
Bachelors;2014;Bangalore;3;417;28;Female;3;0
Bachelors;2015;Bangalore;3;520;22;Male;0;0
Bachelors;2014;Bangalore;3;447;38;Male;3;0
Bachelors;2014;Pune;3;428;39;Male;4;0
PHD;2012;Bangalore;1;760;38;Male;5;0
Bachelors;2014;Bangalore;3;398;22;Female;0;1
Bachelors;2014;New Delhi;3;576;36;Female;5;0
Bachelors;2015;Bangalore;3;355;27;Male;5;0
Bachelors;2016;Pune;1;749;32;Male;2;0
Bachelors;2017;New Delhi;2;711;39;Female;2;0
Bachelors;2015;Pune;2;711;36;Male;5;0
Bachelors;2018;Bangalore;3;458;34;Male;5;1
Bachelors;2015;Bangalore;3;447;28;Male;1;0
Bachelors;2018;Bangalore;3;415;36;Female;1;1
PHD;2015;New Delhi;3;505;22;Female;0;0
Bachelors;2014;New Delhi;1;897;28;Female;5;0
Bachelors;2016;Pune;2;665;27;Female;5;1
Bachelors;2014;Bangalore;1;864;39;Female;4;0
Bachelors;2012;Bangalore;3;583;31;Male;0;0
Bachelors;2013;Bangalore;3;324;26;Male;4;0
Bachelors;2012;Bangalore;3;549;31;Male;3;0
Bachelors;2015;Pune;2;615;33;Female;2;1
Bachelors;2017;Pune;2;534;38;Female;1;1
Bachelors;2014;Pune;3;389;38;Male;2;0
Bachelors;2012;Pune;3;561;32;Male;3;0
Bachelors;2014;Bangalore;3;491;26;Male;4;0
Masters;2017;Pune;2;585;33;Female;2;0
Bachelors;2015;Bangalore;3;457;34;Female;2;0
Bachelors;2018;Pune;3;596;36;Male;1;1
Bachelors;2014;Bangalore;3;504;27;Male;5;0
Masters;2017;Pune;2;666;27;Male;5;0
Bachelors;2017;New Delhi;2;688;40;Female;5;0
Masters;2012;Bangalore;3;320;31;Female;4;0
Bachelors;2014;Bangalore;3;344;22;Male;0;0
Masters;2017;New Delhi;2;696;22;Male;0;1
Bachelors;2016;New Delhi;3;305;26;Female;4;0
Bachelors;2017;New Delhi;3;436;28;Female;1;1
Bachelors;2014;Bangalore;3;544;38;Male;5;0
Masters;2015;Pune;3;565;31;Male;0;0
Bachelors;2016;Bangalore;3;353;24;Male;2;0
Bachelors;2015;Pune;2;636;25;Male;3;1
PHD;2013;Bangalore;3;402;26;Male;4;0
Bachelors;2017;Bangalore;3;332;40;Male;1;0
Bachelors;2018;Pune;2;599;34;Female;4;1
Bachelors;2016;Bangalore;3;420;32;Male;0;0
Bachelors;2014;Pune;3;447;37;Male;1;0
Bachelors;2015;Bangalore;3;396;33;Male;3;1
Bachelors;2016;Pune;3;478;27;Male;5;0
Bachelors;2012;New Delhi;3;444;36;Male;3;0
Bachelors;2013;Bangalore;3;328;30;Female;4;0
Masters;2017;Pune;2;637;26;Female;4;0
Bachelors;2012;Bangalore;3;532;23;Male;1;0
Masters;2015;Pune;2;761;31;Female;2;0
Bachelors;2013;Bangalore;3;506;22;Male;0;0
Masters;2017;New Delhi;2;762;24;Female;2;1
Bachelors;2016;Bangalore;3;524;37;Female;4;0
Masters;2018;New Delhi;3;450;35;Male;2;1
Bachelors;2013;Bangalore;3;342;22;Male;0;1
Bachelors;2012;Pune;3;508;35;Male;5;0
Bachelors;2014;New Delhi;3;345;30;Female;3;0
Bachelors;2014;Bangalore;3;518;30;Male;0;0
Bachelors;2014;Pune;3;441;29;Male;3;0
Masters;2017;Bangalore;3;437;36;Male;4;1
Bachelors;2014;Bangalore;3;355;37;Male;4;0
Bachelors;2016;Pune;3;360;40;Male;2;0
Bachelors;2015;Pune;2;712;26;Female;4;1
Masters;2017;New Delhi;2;564;26;Female;4;0
Bachelors;2017;Bangalore;3;461;38;Male;3;0
Bachelors;2014;Bangalore;3;402;31;Male;3;1
Bachelors;2014;Bangalore;3;426;22;Female;0;0
Bachelors;2012;Pune;3;531;34;Male;0;0
Bachelors;2015;New Delhi;3;586;31;Female;0;0
Bachelors;2012;Bangalore;3;325;39;Female;3;0
Masters;2018;New Delhi;3;525;33;Female;2;1
Bachelors;2015;Bangalore;3;317;33;Male;4;0
Bachelors;2012;Bangalore;3;461;38;Male;4;0
Bachelors;2017;Pune;2;531;22;Female;0;1
Bachelors;2014;Pune;2;701;32;Female;0;1
Bachelors;2014;Pune;3;339;34;Male;5;0
Bachelors;2014;Bangalore;1;711;31;Female;5;0
Bachelors;2016;Bangalore;3;431;23;Male;1;0
Bachelors;2013;Pune;2;782;39;Female;1;1
Bachelors;2017;New Delhi;3;390;26;Male;4;0
Bachelors;2013;Pune;2;696;33;Female;4;1
Bachelors;2013;Bangalore;3;493;27;Female;5;0
PHD;2018;New Delhi;3;480;24;Male;2;1
Bachelors;2017;Bangalore;3;471;38;Male;1;0
Bachelors;2017;Bangalore;3;396;27;Male;5;0
Bachelors;2014;Bangalore;3;413;27;Female;5;0
Bachelors;2015;Bangalore;3;362;23;Male;1;0
Bachelors;2014;New Delhi;3;502;26;Female;4;0
Bachelors;2016;Bangalore;3;582;31;Male;5;0
Bachelors;2017;Bangalore;3;440;32;Female;3;0
Bachelors;2015;Pune;2;569;36;Female;3;1
Bachelors;2017;Bangalore;3;518;28;Male;0;0
Bachelors;2017;New Delhi;2;716;31;Male;3;0
Masters;2017;New Delhi;2;639;36;Female;3;0
Bachelors;2014;Bangalore;3;498;24;Male;2;0
Bachelors;2012;Bangalore;3;425;27;Male;5;1
Bachelors;2017;Bangalore;3;328;28;Male;3;1
Bachelors;2015;Pune;3;553;39;Female;2;1
Bachelors;2013;Bangalore;3;317;23;Female;1;0
Bachelors;2014;Bangalore;3;365;32;Male;1;0
Masters;2013;New Delhi;3;593;33;Female;2;0
Bachelors;2017;New Delhi;3;554;39;Female;4;0
Masters;2017;Bangalore;2;595;24;Female;2;0
Bachelors;2016;Pune;3;564;33;Male;2;0
Bachelors;2016;Pune;2;652;29;Female;4;1
Masters;2017;Pune;3;421;24;Female;2;1
Masters;2015;Pune;3;403;27;Female;5;1
Masters;2013;New Delhi;2;555;35;Female;2;1
Bachelors;2015;Pune;2;701;28;Female;2;1
Bachelors;2016;Bangalore;3;401;22;Male;0;0
Bachelors;2013;Bangalore;3;354;39;Male;5;1
Bachelors;2014;Bangalore;3;341;36;Female;3;1
Bachelors;2017;New Delhi;2;615;40;Female;3;0
Bachelors;2012;New Delhi;3;399;35;Female;5;0
Bachelors;2016;Bangalore;3;463;33;Male;4;0
PHD;2018;Bangalore;3;360;33;Male;2;1
Bachelors;2012;Bangalore;3;311;23;Male;1;0
Bachelors;2014;Bangalore;3;319;28;Male;2;1
Bachelors;2016;Bangalore;3;535;27;Male;5;0
Bachelors;2017;Bangalore;3;396;26;Female;4;0
Bachelors;2014;Bangalore;3;394;33;Male;3;0
Bachelors;2016;Bangalore;3;537;35;Male;3;0
Bachelors;2013;Bangalore;3;574;33;Male;3;1
Bachelors;2013;Pune;3;571;36;Female;0;1
Bachelors;2015;New Delhi;3;403;26;Male;4;0
Bachelors;2012;Bangalore;3;482;26;Male;4;0
Bachelors;2014;Bangalore;3;403;39;Female;5;0
Bachelors;2013;Bangalore;3;513;28;Male;5;0
Bachelors;2018;Bangalore;3;439;24;Male;2;1
Bachelors;2012;Bangalore;3;372;36;Female;4;0
Bachelors;2016;Bangalore;3;367;33;Male;0;0
Bachelors;2013;Pune;1;883;33;Female;0;1
Masters;2017;Pune;2;617;30;Male;2;1
Masters;2012;New Delhi;3;388;27;Male;5;1
Bachelors;2015;Bangalore;3;466;33;Male;4;0
Bachelors;2016;Pune;2;640;35;Female;4;1
Bachelors;2014;Pune;2;764;40;Female;0;1
Bachelors;2017;Pune;2;538;25;Male;3;0
Bachelors;2014;Bangalore;3;490;38;Male;2;0
Bachelors;2017;New Delhi;2;794;40;Male;5;0
Bachelors;2014;Bangalore;3;531;29;Male;0;0
Bachelors;2012;Bangalore;3;552;27;Male;5;0
Bachelors;2015;Bangalore;3;499;40;Male;4;0
Masters;2017;New Delhi;2;537;25;Female;3;1
Bachelors;2016;Pune;2;623;39;Female;3;1
Bachelors;2017;New Delhi;2;723;22;Male;0;1
PHD;2015;Pune;2;503;35;Female;0;0
Bachelors;2012;Bangalore;3;387;25;Male;3;0
Bachelors;2014;New Delhi;2;659;25;Female;3;1
Bachelors;2015;Bangalore;3;550;29;Female;1;0
Masters;2017;New Delhi;1;881;37;Male;0;0
Bachelors;2014;Bangalore;3;338;35;Male;1;0
Bachelors;2012;Bangalore;3;557;26;Male;4;0
Masters;2018;New Delhi;3;347;26;Male;4;1
Bachelors;2013;Bangalore;3;514;24;Male;2;0
Bachelors;2014;Bangalore;3;348;31;Male;0;0
Bachelors;2014;Bangalore;3;344;34;Male;5;0
Masters;2018;New Delhi;3;351;27;Female;5;1
Bachelors;2016;Pune;3;430;35;Male;1;0
Bachelors;2017;Pune;3;471;27;Male;5;0
Masters;2017;New Delhi;3;402;34;Male;1;1
Bachelors;2018;Bangalore;3;313;40;Female;4;1
Bachelors;2012;Pune;3;597;39;Male;4;0
Bachelors;2013;Pune;1;740;39;Female;0;1
Bachelors;2015;Bangalore;3;306;22;Male;0;1
Masters;2017;Pune;2;665;33;Male;2;0
Bachelors;2014;Bangalore;3;430;39;Male;0;0
Bachelors;2017;Bangalore;3;331;39;Male;3;0
Bachelors;2017;Bangalore;3;516;40;Female;3;0
Bachelors;2014;Bangalore;3;413;38;Female;1;0
Bachelors;2018;New Delhi;3;439;36;Female;2;1
Bachelors;2013;Pune;2;588;37;Male;5;0
Bachelors;2017;Pune;2;737;33;Female;2;1
Bachelors;2013;Bangalore;3;309;37;Female;2;1
Bachelors;2013;Pune;3;318;34;Male;5;0
Bachelors;2015;Bangalore;3;583;28;Male;2;0
Bachelors;2018;Bangalore;3;398;31;Male;0;1
Masters;2012;New Delhi;3;301;37;Male;4;0
Bachelors;2018;Pune;3;353;26;Male;4;1
Masters;2014;New Delhi;3;567;34;Female;1;1
Bachelors;2015;Pune;3;325;39;Male;1;0
Bachelors;2017;Pune;2;579;23;Female;1;1
Bachelors;2013;Bangalore;3;517;35;Female;4;0
Bachelors;2015;Pune;3;564;25;Male;3;0
Bachelors;2013;Pune;2;708;38;Male;0;1
Masters;2017;New Delhi;1;831;23;Male;1;0
Masters;2017;New Delhi;3;379;26;Male;4;1
Masters;2018;New Delhi;3;584;33;Female;2;1
Bachelors;2015;Pune;2;605;37;Female;4;1
Bachelors;2013;Bangalore;3;577;35;Male;5;0
Bachelors;2013;Bangalore;3;354;23;Female;1;0
Bachelors;2013;Pune;3;584;31;Male;2;0
Bachelors;2017;Bangalore;3;453;24;Male;2;0
Bachelors;2015;Bangalore;3;394;28;Male;3;0
Bachelors;2013;Pune;2;594;37;Female;0;1
Bachelors;2012;Bangalore;3;584;36;Female;1;0
Bachelors;2015;Bangalore;3;521;28;Male;1;1
Bachelors;2017;New Delhi;2;523;30;Male;5;0
Bachelors;2014;Bangalore;3;528;26;Male;4;0
Masters;2015;Pune;2;602;29;Female;1;0
Masters;2018;New Delhi;3;582;39;Female;2;1
Bachelors;2013;Pune;2;568;36;Male;4;0
Bachelors;2015;Pune;3;341;36;Male;3;0
Bachelors;2012;Bangalore;3;340;22;Male;0;1
Masters;2017;New Delhi;3;397;31;Male;2;0
PHD;2017;New Delhi;3;470;29;Male;3;0
Bachelors;2014;Pune;3;543;37;Female;4;1
Bachelors;2012;Bangalore;3;579;24;Male;2;0
Bachelors;2015;Pune;2;604;28;Female;2;1
PHD;2016;New Delhi;3;402;22;Male;0;0
Bachelors;2015;Bangalore;3;484;31;Male;2;1
Bachelors;2013;Pune;2;575;28;Female;3;1
Bachelors;2014;Bangalore;3;485;22;Female;0;0
Bachelors;2016;Bangalore;3;580;23;Male;1;0
Bachelors;2016;New Delhi;1;840;25;Female;3;0
Bachelors;2013;Pune;1;850;23;Female;1;1
Bachelors;2017;New Delhi;2;578;26;Female;4;0
Bachelors;2015;Pune;2;685;22;Female;0;1
Bachelors;2015;Bangalore;3;302;38;Female;2;0
Bachelors;2017;Bangalore;3;480;25;Female;3;0
Bachelors;2017;New Delhi;3;480;37;Female;1;1
PHD;2012;New Delhi;3;536;30;Male;4;0
Bachelors;2012;Bangalore;3;528;35;Female;2;0
PHD;2014;Bangalore;3;563;23;Male;1;0
Masters;2017;New Delhi;2;665;25;Female;3;0
